Hugo_Symbol	TCGA-AA-3977-01	TCGA-AA-3560-01	TCGA-AA-3543-01	TCGA-AA-3695-01	TCGA-AA-3875-01	TCGA-AA-3684-01	TCGA-AA-3531-01	TCGA-AA-3532-01	TCGA-A6-2678-01	TCGA-AA-3861-01	TCGA-A6-2677-01	TCGA-AA-3842-01	TCGA-AA-3848-01	TCGA-AA-3521-01	TCGA-AA-3544-01	TCGA-AA-3520-01	TCGA-AA-3538-01	TCGA-A6-2672-01	TCGA-AA-3856-01	TCGA-AA-3666-01	TCGA-AA-3858-01	TCGA-AA-3870-01	TCGA-AA-3679-01	TCGA-AA-3516-01	TCGA-AA-3530-01	TCGA-AA-3524-01	TCGA-AA-3681-01	TCGA-AA-3542-01	TCGA-AA-3548-01	TCGA-A6-2676-01	TCGA-AA-3525-01	TCGA-A6-2670-01	TCGA-AA-3837-01	TCGA-AA-3970-01	TCGA-AA-3522-01	TCGA-AA-3866-01	TCGA-AA-3854-01	TCGA-AA-3833-01	TCGA-AA-3685-01	TCGA-AA-3675-01	TCGA-AA-3519-01	TCGA-AA-3814-01	TCGA-AA-3852-01	TCGA-AA-3552-01	TCGA-A6-3808-01	TCGA-AA-3860-01	TCGA-AA-3850-01	TCGA-AA-3680-01	TCGA-AA-3692-01	TCGA-A6-3810-01	TCGA-AA-3529-01	TCGA-AA-3715-01	TCGA-AA-3877-01	TCGA-AA-3526-01	TCGA-AA-3976-01	TCGA-AA-3846-01	TCGA-AA-3982-01	TCGA-AA-3872-01	TCGA-AA-3941-01	TCGA-AA-3971-01	TCGA-AA-3696-01	TCGA-AA-3534-01	TCGA-AA-3939-01	TCGA-AA-3527-01	TCGA-AA-3867-01	TCGA-AA-3815-01	TCGA-AA-3553-01	TCGA-AA-3845-01	TCGA-AA-3955-01	TCGA-AA-3819-01	TCGA-AA-3518-01	TCGA-AA-3949-01	TCGA-A6-2674-01	TCGA-AA-3812-01	TCGA-AA-3869-01	TCGA-AA-3562-01	TCGA-AA-3956-01	TCGA-AA-3844-01	TCGA-AA-3818-01	TCGA-AA-3947-01	TCGA-AA-3514-01	TCGA-AA-3556-01	TCGA-AA-3831-01	TCGA-AA-3672-01	TCGA-A6-3809-01
hsa-miR-1287	4.7548875	2.5849625	3.32192809	4.5849625	4.5849625	3.9068906	3.169925	3.169925	3.70043972	3.32192809	2.5849625	3	3.80735492	2	3.45943162	3	4.169925	2.80735492	3.80735492	3.9068906	4.80735492	2.80735492	5.32192809	3.45943162	4.7548875	2	3	3.5849625	3.169925	4.45943162	2.32192809	2.5849625	4.169925	4.64385619	2.32192809	3.169925	3.45943162	2.32192809	4.64385619	4.39231742	3.9068906	3.80735492	4.52356196	3.45943162	4	4.32192809	1.5849625	1.5849625	4.08746284	4.45943162	4.39231742	4.52356196	5.04439412	3.5849625	4.95419631	3.32192809	4.169925	3.5849625	2.80735492	3.32192809	4.32192809	3.32192809	3.9068906	3.5849625	3	3.70043972	4.39231742	5.24792751	4.08746284	3.80735492	3.169925	3	5.24792751	3.70043972	2	4.5849625	4.32192809	4.169925	2.32192809	4.08746284	4.70043972	3.80735492	4.24792751	5.93073734	4.80735492
hsa-miR-1247	4.95419631	5.08746284	3.9068906	2.5849625	4.5849625	2	1.5849625	0	0	3.5849625	5.52356196	1	2.5849625	3	2.32192809	2.32192809	5.169925	0	6.14974712	3.5849625	6.06608919	3.80735492	4.64385619	1.5849625	5.28540222	6.79441587	5.97727992	3.169925	2.80735492	2.32192809	0	5.28540222	4	7.33091688	1.5849625	3	0	2.32192809	6.12928302	3.45943162	2	2.80735492	3	6.06608919	0	3.5849625	6.50779464	0	3.5849625	2.32192809	5.169925	7.08746284	0	3.45943162	4.857981	3.70043972	6.4918531	2.5849625	5.83289001	4	3	6.56985561	5.88264305	5	6.40939094	2.5849625	6.4429435	0	3.9068906	3	1.5849625	1	5.88264305	2	3.32192809	2.5849625	3.5849625	3.70043972	4.7548875	1.5849625	6.82017896	0	6.28540222	5.20945337	2.32192809
hsa-miR-1266	3.80735492	1.5849625	3.70043972	2.32192809	2.80735492	1.5849625	2.5849625	0	2	0	0	3.5849625	3.45943162	2	1.5849625	2.5849625	3	2.80735492	1	1	3.70043972	0	4.52356196	4.857981	2.32192809	3.32192809	2	3.45943162	0	4	3	0	1	4.5849625	0	0	2.32192809	2.32192809	1	2	2.5849625	1	3.5849625	0	0	2.32192809	2.5849625	2	2.5849625	0	1	4.64385619	2.5849625	3.80735492	2.80735492	3.32192809	1.5849625	1	1.5849625	3.32192809	2.32192809	3.45943162	2.5849625	1.5849625	2	4	0	3.5849625	4	2	4	3.169925	2.32192809	1	2	2.5849625	1.5849625	1.5849625	1	4.08746284	1.5849625	3.169925	1.5849625	5.5849625	4
hsa-miR-1269	0	1	0	8.42626475	5.97727992	6.9068906	5.83289001	2.80735492	6.67242534	6.02236781	4.70043972	1	1	6.47573343	3	1	4.169925	0	5.04439412	4.39231742	0	2.32192809	5.357552	2.32192809	7.83289001	0	4.80735492	5.80735492	0	0	1	7.06608919	3.32192809	3.32192809	1	7.06608919	0	0	3.32192809	1	9.67065625	0	1.5849625	6.12928302	0	3.5849625	0	9.55650605	5.08746284	0	7.169925	1.5849625	1	2.5849625	7.14974712	5.04439412	6.79441587	6.26678654	11.03754695	5.32192809	10.96578428	7.78135971	7.81378119	0	3.45943162	3.169925	3.5849625	9.40301202	8.25738784	2	1.5849625	0	0	7.0768156	1	5.04439412	6.68650053	7.46760555	1	0	9.169925	0	0	1.5849625	2
hsa-miR-1275	3	1	0	1	0	1	0	0	0	2.80735492	0	2.5849625	2.80735492	0	1.5849625	0	1	0	3.32192809	1	4.5849625	1	4.857981	0	2.80735492	0	2	0	0	0	0	0	1	5	0	2	1	1	3.70043972	3.9068906	0	1	0	0	0	3.5849625	0	2	3.169925	1.5849625	0	0	0	1	2.80735492	5.04439412	2.80735492	1	2.5849625	3.169925	0	0	3.45943162	0	1	4	0	2	5.45943162	3.169925	0	1.5849625	0	2	2	1.5849625	1.5849625	2.32192809	0	0	1.5849625	0	1.5849625	0	0
hsa-miR-1274b	5.64385619	0	0	3.169925	2.32192809	0	1	0	1	4.80735492	0	5.80735492	4.24792751	0	0	0	0	0	2.5849625	4.08746284	4.32192809	5.169925	4.39231742	1	6.45943162	0	3.32192809	0	1	0	0	0	1	4.64385619	0	4.64385619	2.80735492	3.5849625	4.52356196	3.5849625	1	2.32192809	4.32192809	1.5849625	3.80735492	3.45943162	1	0	2.80735492	4.24792751	0	3.5849625	4.32192809	0	4.5849625	6.26678654	1.5849625	4.45943162	5.169925	3.5849625	1.5849625	0	5.357552	1	0	5.52356196	0	6	4.5849625	3	1.5849625	0	0	3.169925	3.169925	0	3.45943162	3.9068906	2.80735492	2	1	0	2.32192809	4.24792751	4.45943162
hsa-miR-1307	9.16741815	9.06608919	9.46964182	8.64385619	9.31288296	8.68650053	9.83605036	8.6329952	9.14974712	7.42626475	10.09803208	7.45943162	9.29920802	7.93663794	10.29347165	10.76155123	9.32867493	9.16741815	7.27612441	9.22400167	8.77807713	7.33091688	9.09803208	10.81858218	8.8917837	8.76155123	9.62388149	9.169925	9.04984855	10.01122726	9.34429591	8.87036472	8.37068741	9.38154295	8.24792751	8.18982456	8.18982456	7.26678654	8.08746284	9.75154406	9.25738784	7.41785251	9.23840474	9.6128685	5.42626475	8.82972274	8.90989308	7.50779464	7.9068906	8.169925	9.88264305	9.32642949	7.56985561	9.34651373	8.62935662	7.45121111	10.12541347	6.97727992	8.47167521	8.76487159	9.02513956	9.80413102	7.68650053	8.08214904	8.95128471	8.87344411	10.26912668	8.169925	9.2737956	9.24555271	9.68825031	8.77807713	9.857981	7.86418614	9.78135971	8.40514146	7.99435344	7.62205182	7.42626475	8.62570884	9.73640193	7.76155123	9.37721053	10.67771964	8.59991284
hsa-let-7d	7.33091688	6.61470984	7.05528244	8.23840474	8.08746284	7.65821148	7.33985	7.93073734	7.34872815	7.5849625	6.83289001	8.26678654	7.78790256	6.76818432	7.4918531	7.88874325	7.74146699	6.87036472	8.41362793	7.67242534	8.11894107	7.33091688	8.67242534	8.02236781	7.72792045	7.38370429	7.78135971	8.79441587	7.27612441	7.41785251	7.48381578	7.61470984	7.19967234	7.45943162	6.91886324	7.27612441	7.93073734	7.42626475	8.45943162	8.17990909	7.98299357	7.73470962	8.20457114	7.56224242	6.357552	8.15987134	7.41785251	7.68650053	7.94251451	7.01122726	7.42626475	8.36194377	7.17990909	7.22881869	7.99435344	7.46760555	7.86418614	6.7548875	7.53138146	8.06608919	8.28540222	8.05528244	7.67242534	6.95419631	8.357552	7.89481776	7.56985561	8.53527538	7.033423	8.70735913	7.30378075	7.67242534	7.56224242	7.39231742	8.40514146	7.62205182	7.09803208	7.77478706	7.87651695	7.56224242	7.60733031	7.68650053	7.91886324	8.68999797	7.74819285
hsa-let-7d*	8.19475685	9.3376219	8.57364719	8.56985561	8.40514146	8.52356196	9.45738088	8.12412131	9.05256805	7.77478706	8.56224242	7.49984589	8.88874325	8.70735913	9.63843591	10.16364968	9.01402047	8.47167521	7.66533592	10.01262454	8.42206477	7.09803208	8.60362634	9.25974326	8.98013958	8.23361968	8.6794801	9.28077077	9.43045255	8.43045255	8.18487534	8.74483384	8.44708323	8.09275714	7.70043972	7.65821148	7.97727992	7.27612441	8.35314683	8.9068906	8.70043972	7.28540222	8.49984589	8.6794801	7	9.02236781	6.67242534	8.00562455	7.70735913	7.62205182	8.85174904	9.09539702	7.79441587	9.03617361	8.37937837	7.37503943	8.01680829	5.83289001	8.72109919	7.36632221	10.01959073	10.03891899	7.86418614	8.027906	7.61470984	8.30833903	8.60362634	8.18487534	7.83920379	8.49585503	8.85486838	6.169925	8.69696753	7.4429435	7.74146699	7.94836723	8.10852446	7.61470984	7.61470984	6.94251451	8.64024494	8.29001885	8.05528244	9.79441587	8.43879185
hsa-let-7e	8.14974712	7.09803208	7.85174904	7.85174904	8.19475685	8.67595703	7.30378075	8.49984589	8.56985561	7.29462075	9.01680829	8.17492568	7.5849625	8.46352437	8	8.97154355	8.87036472	7.93073734	8.57364719	8.52356196	8.33539035	7.45121111	8.54303182	8.55842071	8.10328781	7.68650053	8.25266543	9.05256805	8.20457114	7.40939094	7.4429435	8.21431912	8.59991284	7.59245704	7.4918531	8.15987134	7.01122726	8.59245704	8.59618976	8.56985561	7.69348696	8.09275714	8.18487534	8.61470984	8.37068741	8.34429591	7.76155123	7.72109919	8.09275714	8.357552	8.48784003	8.51963625	8.14465824	7.53915881	7.19967234	8.00562455	8.51175265	8.10328781	8.28077077	8.49984589	9.86573327	8.89784546	7.91886324	8.38370429	8.82336724	6.89481776	8.31741261	8.33985	7.43462823	8.65821148	7.52356196	7.56985561	8.68299458	8.60362634	8.59245704	8.32642949	8.59245704	8.14974712	8.09803208	7.0768156	8.83289001	7.71424552	7.82017896	7.857981	7.51569984
hsa-let-7e*	2.80735492	0	2	2	1.5849625	3.9068906	0	2.5849625	3.169925	2	2.32192809	4	2.80735492	1	0	2.5849625	2	0	2.5849625	3.80735492	3	1	3.32192809	2	3.45943162	1	2.32192809	4.08746284	1	0	0	2	1.5849625	2.80735492	1.5849625	1	1.5849625	3.5849625	3	2.32192809	2	3.45943162	3.70043972	2.32192809	2.32192809	2.32192809	3.32192809	2.80735492	3.45943162	3.5849625	1.5849625	3.70043972	3.80735492	1	3.32192809	4	3.5849625	2.32192809	3.70043972	2.5849625	4.24792751	2.80735492	3.45943162	3	3.80735492	3.32192809	2.5849625	3.169925	1.5849625	3.45943162	1.5849625	2	3.5849625	3.5849625	3.70043972	1	2.5849625	3.5849625	4	2.5849625	3.32192809	1	2.80735492	3.169925	0
hsa-miR-15a	6.42626475	6.169925	6.50779464	5.64385619	6.40939094	5.55458885	5.04439412	6.70043972	6.62935662	6.93073734	5.39231742	7.31288296	7.02236781	6.88264305	6.7548875	5.24792751	6.52356196	6.97727992	6.40939094	7.63662462	7.18982456	6.32192809	7.39231742	6.91886324	5.78135971	5.52356196	7.40087944	6.65821148	5.61470984	6.79441587	6.53915881	6.74146699	5.70043972	6.06608919	6	6.18982456	5.80735492	6.4429435	7.27612441	6.7548875	6.24792751	6.50779464	6.82017896	6.02236781	4.5849625	7.20945337	6.169925	5.72792045	6.39231742	7.357552	4.80735492	6.9068906	6.55458885	5.9068906	5.4918531	7.65821148	7.09803208	5.64385619	6.88264305	7.31288296	4.7548875	5.169925	7.06608919	5.9068906	6.98868469	7.5849625	6.357552	6.79441587	6.84549005	4.95419631	6.40939094	6.50779464	7	6.12928302	7.7548875	6.52356196	5.97727992	7.14974712	6.93073734	6.89481776	5.32192809	6.08746284	5.95419631	6.89481776	6.71424552
hsa-miR-16	10.63662462	10.46250227	10.43983088	9.43045255	9.8008999	10.10721708	9.12412131	10.4807902	10.65374078	10.59339112	9.71938882	10.77807713	10.81137469	10.41679753	10.83762793	8.93957921	10.13955135	10.75070699	10.39016896	11.51766939	10.78626963	9.70217269	11.11569395	10.91886324	9.5849625	10.00562455	10.97297979	10.60640521	9.8963324	10.56605404	10.02236781	10.26912668	10.01262454	10.04712391	9.82972274	9.87344411	10.17617315	10.033423	10.65999589	10.58777752	10.11634396	9.97297979	10.55554777	10.60177079	9.20701432	11.41943355	9.40514146	9.94836723	10.27029533	10.33091688	9.07146236	11.05188866	10.63481105	10.40832974	9.53332973	10.23840474	9.86108691	8.75154406	10.57742883	9.73640193	8.73131903	8.71767642	11.02444712	9.74483384	9.44501485	10.13955135	10.06474276	10.38909352	10.71424552	9.11634396	10.5574637	9.77313921	10.43358544	9.59991284	10.58590145	10.39767463	10.00422047	11.1234748	9.96434087	10.01122726	9.11374217	10.19352536	10.01122726	10.77643303	10.72706956
hsa-miR-17	9.79928162	10.18363538	10.65821148	10.52356196	9.20945337	8.71080643	11.06541613	11.00772811	10.67242534	9.00842862	11.00070427	9.48984796	10.25266543	11.48834228	11.01052811	10.94251451	10.68562484	10.49385545	9.93221475	10.96794671	10.99929539	9.07414146	10.82495874	10.90914305	9.89481776	11.712527	10.5526691	12.06541613	10.18363538	10.5028318	9.84705735	11.16867212	9.45121111	9.63117706	9.25738784	8.89481776	8.58120058	7.71424552	10.08613623	10.16113188	10.72451385	9.14974712	9.5943246	9.57553925	7.169925	10.23361968	9.24555271	8.72451385	10.37177664	9.79603961	10.57080444	9.87498135	9.2737956	10.32080055	10.51668495	10.27029533	10.70994538	7.70043972	9.74986943	9.87344411	10.59991284	11.11439305	9.93073734	9.63481105	10.55074679	9.67242534	11.03617361	9.04712391	10.90839262	9.37503943	11.02652344	9.60362634	11.16427844	8.46760555	10.45224124	10.20823436	8.9068906	9.38370429	8.94836723	10.25384748	9.74819285	9.67595703	9.57742883	9.7548875	10.12153352
hsa-miR-17*	8.19967234	8.18487534	8.65105169	7.45121111	7.40939094	6.82017896	8.10328781	8.47978026	8.12928302	7.08746284	8.01680829	7.60733031	8.40939094	9.31967212	8.80735492	7.68650053	8.4429435	8.87036472	8.50779464	9.10066234	8.87958325	6.93073734	8.86418614	9.11894107	7.15987134	9.0768156	8.76818432	8.6329952	7.52356196	8.77478706	7.90086681	9.25029842	7.21916852	8.21916852	7.40087944	7.09803208	7.05528244	6.65821148	8.10328781	8.32642949	8.47978026	7.47573343	7.77478706	7.53138146	6.08746284	7.96578428	7.26678654	6.56985561	8.53915881	8.51175265	7.66533592	7.9248125	7.40087944	8.45121111	8.35314683	8.027906	8.12928302	6.30378075	7.80735492	8.25266543	7.40939094	7.59245704	7.93663794	7.94251451	8.69348696	8.27146303	8.38801729	7.57742883	9.04439412	6.79441587	9.18239435	7.62935662	9.33539035	7.15987134	8.02236781	8.78135971	7.40087944	7.94251451	7.59991284	8.80413102	7	7.97154355	6.4918531	8.58871464	8.74483384
hsa-miR-18a	5.24792751	3	3.80735492	5.95419631	5.04439412	1.5849625	4.52356196	5	2.80735492	3	3.9068906	5.64385619	5.80735492	4.32192809	4.95419631	4.08746284	5.169925	3.32192809	5.12928302	4	6.06608919	5.55458885	5.95419631	5.7548875	5.32192809	5.55458885	4.52356196	6.65821148	2.5849625	4.32192809	3.5849625	4.9068906	2.32192809	5.97727992	1	4.39231742	1.5849625	3	5.5849625	3.5849625	5.169925	4.64385619	5.12928302	2.80735492	2.80735492	5.08746284	3.32192809	2	5.28540222	5.04439412	4.24792751	4.39231742	4.169925	4.45943162	5.32192809	6.70043972	5.88264305	4.08746284	5.857981	5.55458885	4.169925	4.169925	5.70043972	2.5849625	5.61470984	6.76818432	5.357552	5.39231742	5.9068906	4.64385619	4.24792751	3.5849625	5.32192809	3.5849625	5.80735492	4.24792751	4	3	3.80735492	5.61470984	4.24792751	3.169925	4.169925	5.64385619	5.55458885
hsa-miR-19a	5.24792751	6.80735492	7	5.45943162	5.857981	4.39231742	7.15987134	7.09803208	6.10852446	5.20945337	7.033423	5.4918531	6.24792751	7.88874325	7.4918531	6.82017896	7.40939094	6.74146699	5.61470984	5.61470984	6.61470984	5.39231742	6.02236781	7.18982456	6.28540222	7.80735492	5.70043972	8.12928302	5.64385619	7.10852446	6.20945337	6.97727992	6.02236781	6.4918531	5.45943162	4.24792751	4.52356196	3.32192809	4.857981	5.4918531	6.71424552	4.32192809	5.08746284	5.32192809	1	5.357552	6.82017896	4.9068906	4.95419631	5.39231742	6.37503943	5.55458885	4.857981	6.04439412	5.80735492	6.96578428	7.81378119	4.39231742	6.14974712	7.57742883	5.357552	6.45943162	5.169925	5.24792751	7.357552	5.95419631	7.28540222	5.64385619	6.5849625	4.52356196	7.29462075	7	7.68650053	4.80735492	8.25266543	6.55458885	4.70043972	5.61470984	5.28540222	7.66533592	5.357552	6.169925	5.39231742	4.52356196	5.61470984
hsa-miR-21	17.2280389	16.5222137	17.14941967	16.86377491	17.63417292	17.01145659	17.06813797	17.81002555	17.37778668	16.94126544	17.01926494	17.18994035	17.01004724	17.17447711	17.49452749	16.91273733	17.49693958	17.77469699	17.54530388	16.73599226	16.88568446	17.5691139	16.74633061	17.5918145	17.45334299	17.47386426	16.99578923	16.345076	16.83625998	17.41525487	16.78782606	17.55843566	17.50326673	17.57084149	17.25570172	17.55717199	18.14236138	17.20737663	17.06276292	16.77271406	17.31380419	17.93838504	17.5103624	16.48685073	16.49304233	17.27041396	17.59385065	16.35950937	17.06563702	17.89723097	17.07200696	17.60705574	17.16455344	17.76478738	16.97421291	18.22863552	17.62787582	17.16078731	17.48825597	17.69251334	16.56191439	16.93947591	17.35167256	17.4536645	17.86413777	17.71203658	17.97645225	17.53120629	16.81235282	17.21058574	17.01544772	17.86463353	17.67871704	17.35662391	17.47014249	17.09766182	17.31629037	17.20053467	17.0907017	17.67915018	17.1068185	17.72525308	16.80885108	16.95079508	17.5318231
hsa-miR-21*	12.54906266	10.62662165	11.96217303	11.98121049	12.27321281	11.46352437	11.4419067	11.45686774	11.82694565	11.85953479	11.28540222	12.61723786	11.67771964	11.20701432	11.93810933	10.8587581	11.30035256	12.59011917	11.79360331	12.68693817	11.81618368	12.94178124	11.66977089	12.81678368	12.25384748	12.15133372	12.51643873	10.94397991	11.13121391	11.47927503	10.98370619	11.77272695	11.89746734	12.31231575	11.31118066	12.24108938	13.08729708	11.83683936	12.11861669	11.80413102	12.18673329	12.10983065	12.36139553	10.77478706	11.80493767	12.93055255	11.40194612	10.59058705	11.81016994	11.62890115	11.19167615	12.35231935	12.69718478	12.40061264	12.47623991	13.29001885	11.01402047	11.78667803	12.29462075	11.19044202	11.00351791	11.06339508	13.23496708	11.52110964	11.00422047	12.70325473	12.26238852	12.66066448	12.61125539	12.26590801	11.86650621	11.56081047	11.70303839	11.64565843	11.0313566	10.99647349	11.7477734	12.54158066	11.23122118	11.18858885	11.28193003	12.5075469	11.91064273	12.28857774	13.3411018
hsa-miR-23a	13.22671322	12.27175481	11.57884439	12.26971112	11.93700593	12.26033152	12.15639914	12.07079181	12.30720081	13.04746477	12.7300455	12.87805091	12.43384621	12.53697567	12.43697175	12.5115056	12.52405192	11.70087316	12.65553072	12.52233632	13.53697567	12.75926405	12.26590801	12.56605404	12.84431346	12.31797782	12.00211178	12.06440596	12.43905168	11.40301202	11.10328781	12.61470984	12.46887855	12.71896091	11.79563384	12.39016896	12.43671154	12.35810171	12.62456702	13.29992346	11.92703717	12.61976146	12.51175265	11.31854281	11.87229011	13.10852446	11.98761931	11.65642486	12.19444908	12.87920032	12.1692987	13.08994696	12.942881	12.99523717	13.00544911	12.59898297	12.35617683	11.84666568	13.04729435	11.6851868	12.70217269	12.28569119	12.79603961	11.86031105	12.28135051	12.34928123	11.92666663	12.76673594	12.65731845	12.42678889	11.82296909	11.61746747	12.10131915	12.30235333	12.34568245	11.94836723	12.63911456	12.68233627	12.23122118	11.66844183	12.14879432	12.17773097	12.2816403	12.4322809	12.57293703
hsa-miR-24-1*	4.80735492	3.169925	2.80735492	3.32192809	3.45943162	4.45943162	3.169925	4.24792751	3.45943162	3.70043972	3.70043972	4.52356196	3.80735492	3.5849625	3.80735492	3.45943162	3.80735492	2.32192809	5	3.169925	4.45943162	4	4.08746284	4.39231742	2.80735492	2.32192809	3.9068906	4	2	0	3.9068906	3.70043972	4.08746284	3.80735492	3.45943162	3.45943162	3.70043972	3.70043972	3.9068906	2.80735492	2.80735492	4.08746284	4.95419631	3.169925	3	4.169925	4.70043972	3.9068906	3.5849625	3.45943162	3.5849625	3.70043972	3	4	3.45943162	4.24792751	4.52356196	3.80735492	3.70043972	5.45943162	3.5849625	4.64385619	4.64385619	3.9068906	4.45943162	3.5849625	3.5849625	4.08746284	3	3.80735492	3.169925	3.5849625	1.5849625	4.70043972	5.78135971	4.32192809	4.45943162	3	5	3.32192809	4.64385619	4	3.5849625	3.169925	3
hsa-miR-24	11.91438513	10.22520744	10.35645197	11.55314928	11.41045135	11.5980525	10.34540525	11.40087944	11.17492568	11.53867395	11.31854281	11.72238064	11.49034951	10.73131903	11.43306377	11.16050175	11.2997804	10.52747701	11.77355135	10.90538701	12.20457114	11.66133275	11.43201985	12.08314687	11.47370575	11.0175044	11.23002044	11.45789384	11.34374092	10.5028318	10.47876962	11.53040634	11.27903014	11.6110248	10.5980525	11.027906	11.24138736	11.53867395	11.71810471	11.48733762	11.16050175	11.69609817	12.08746284	10.857981	10.5526691	11.87651695	11.31854281	11.15734694	11.58120058	11.6379833	11.32361776	12.17398937	11.15101654	11.54785851	11.52061868	11.56367296	11.95201316	11.41045135	11.80413102	11.60037755	11.47725232	11.36413466	11.91176647	10.77971936	12.00176003	11.18549492	11.27961058	11.71166697	10.80332392	11.60733031	10.46352437	11.27321281	11.52698821	11.63617144	12.51076417	11.14911199	11.34374092	11.35974956	11.59058705	11.52601011	11.61194694	11.29347165	11.50432245	11.52943055	10.87728413
hsa-miR-24-2*	4.70043972	2.5849625	3.9068906	4.7548875	4.64385619	4.5849625	3	5.08746284	4.52356196	4.64385619	4.5849625	5.20945337	4.5849625	4.70043972	4.32192809	5.08746284	4.80735492	4.39231742	6.10852446	4.08746284	5.5849625	4.95419631	4.7548875	5.45943162	4.08746284	4.70043972	4.80735492	5.169925	4.45943162	4.24792751	3.70043972	5.32192809	4.169925	4.7548875	4	4.39231742	4.52356196	5.24792751	4.70043972	4.5849625	4.5849625	5.24792751	5.20945337	4.52356196	4.24792751	5.4918531	5.20945337	4.24792751	5.28540222	5.08746284	4.45943162	5.80735492	3.32192809	4.857981	4.70043972	5.357552	5.28540222	4.24792751	4.7548875	5.55458885	4.45943162	4.80735492	6.26678654	4.39231742	5.7548875	4.52356196	5.20945337	5.32192809	3.169925	5.169925	4.32192809	5.169925	5.52356196	5	6.80735492	4.64385619	4.52356196	4.5849625	5.67242534	5.08746284	4.9068906	4.64385619	4.52356196	4.45943162	4.64385619
hsa-miR-26a	10.71767642	9.93663794	9.13442632	10.6128685	10.71510401	10.17741954	9.30833903	10.32305476	9.95274125	11.48179943	9.79928162	11.47927503	10.59152235	9.42416629	10.09143539	9.30149619	9.90989308	9.30606169	11.85953479	10.33427329	11.11243951	10.52454172	10.87267488	9.63117706	10.95710204	9.46147945	10.73809226	10.09275714	9.82972274	9.20457114	8.94251451	9.48784003	10.23959853	10.82813648	9.82017896	10.55362929	9.62205182	11.48431942	10.90011206	10.56890615	9.21674586	10.71681946	10.4918531	10.23601419	10.72536626	11.3777528	10.36303963	10.43671154	11.04984855	10.97154355	9.42626475	10.73131903	10.6617781	9.64024494	10.98726401	11.55026581	10.82654849	10.39981196	11.17866485	11.54930337	10.13570929	9.60547952	11.81938079	9.49785184	10.3553511	11.04644195	9.5980525	11.81097322	10.51865316	10.72621816	9.25266543	9.91737208	9.87344411	10.6329952	10.91288934	10.15987134	10.92703717	11.19229281	11.60779264	10.01680829	9.77148947	9.92629599	10.63390341	10.69348696	10.61654884
hsa-miR-26a-1*	3.5849625	4.5849625	3.169925	3.32192809	4.64385619	3	4.45943162	3.70043972	4.24792751	4.169925	3.9068906	4.32192809	5	2	3.45943162	4.32192809	3.80735492	3.9068906	4.24792751	6.02236781	4	2.5849625	3.32192809	5.24792751	4.9068906	4.169925	4.70043972	4.9068906	4.24792751	4.24792751	3.80735492	3.169925	3.9068906	3.80735492	4.45943162	3.169925	3.5849625	3.32192809	4.80735492	3.32192809	2.32192809	3.32192809	4.52356196	4.95419631	3.32192809	3.32192809	4.32192809	4.08746284	4.32192809	3.32192809	4.08746284	4.08746284	4.52356196	4.169925	4.7548875	4.70043972	3.80735492	1.5849625	5.20945337	3.9068906	4.857981	3.80735492	5.4918531	3.70043972	3.169925	4.857981	3.70043972	5.70043972	4.08746284	4.80735492	5.24792751	3.169925	3.70043972	3.32192809	3.5849625	4.08746284	4	4.64385619	3.45943162	4.169925	4	3.32192809	4.39231742	5.24792751	5.08746284
hsa-miR-26b	8.52747701	7.45943162	8.14465824	8.72109919	9.45943162	8.51175265	7.64385619	9.14720492	8.75822321	9.49785184	8.43462823	9.91438513	8.33539035	7.96578428	8.02236781	7.6794801	8.54303182	7.87036472	10.24555271	7.78790256	9.37286506	8.53138146	9.71424552	8.74483384	8.76487159	8.33539035	9.13699111	8.53138146	8.32192809	8.43462823	8.29001885	8.45532722	7.86418614	9.07146236	7.73470962	8.63662462	8.76155123	10.02375435	8.79441587	8.95419631	8.18487534	8.81378119	8.99152185	8.59618976	7.95419631	9.51766939	9.04984855	8.95128471	9.63662462	9.16239133	7.67242534	9.67771964	8.77807713	7.55458885	8.72109919	9.90989308	9.53332973	8.033423	9.027906	10.72877085	8.31741261	8.76818432	9.85330956	8.05528244	9.57931594	9.29232163	8.45943162	10.1711768	8.29920802	9.65463603	8.11894107	8.82972274	9.22158712	8.96000193	10.59898297	8.78463485	8.54689446	9.17492568	10.22037833	9.27612441	8.51175265	8.54303182	9.00842862	8.43045255	8.95128471
hsa-miR-26b*	5.61470984	4.169925	5.52356196	5.169925	5.08746284	5.78135971	4.52356196	4.857981	5.42626475	5.64385619	4.857981	5.28540222	5.55458885	4.32192809	5.42626475	4.80735492	5.12928302	5.20945337	5.28540222	5.45943162	5.70043972	3.32192809	5.4918531	5.45943162	5.70043972	3.9068906	5.64385619	4.64385619	4.95419631	5.24792751	5	4.70043972	4.857981	5.20945337	4.45943162	4.52356196	5.20945337	5.24792751	5.39231742	5.08746284	4.52356196	4.80735492	5.93073734	5.5849625	3.9068906	6.33985	5.08746284	5.61470984	5.64385619	5.78135971	4.7548875	6.40939094	5.95419631	4.80735492	4.5849625	4.857981	5.20945337	4.39231742	5.7548875	5.08746284	5.08746284	5.169925	5.52356196	4.5849625	4.7548875	6.20945337	4.08746284	6.39231742	4.80735492	5.32192809	5.45943162	4.5849625	5.4918531	5.28540222	5.4918531	4.52356196	5.67242534	5.4918531	5	5.169925	5.169925	4.5849625	5.45943162	5.93073734	5.12928302
