Hugo_Symbol	TCGA-AA-3977-01	TCGA-AA-3560-01	TCGA-AA-3543-01	TCGA-AA-3695-01	TCGA-AA-3875-01	TCGA-AA-3684-01	TCGA-AA-3531-01	TCGA-AA-3532-01	TCGA-A6-2678-01	TCGA-AA-3861-01	TCGA-A6-2677-01	TCGA-AA-3842-01	TCGA-AA-3848-01	TCGA-AA-3521-01	TCGA-AA-3544-01	TCGA-AA-3520-01	TCGA-AA-3538-01	TCGA-A6-2672-01	TCGA-AA-3856-01	TCGA-AA-3666-01	TCGA-AA-3858-01	TCGA-AA-3870-01	TCGA-AA-3679-01	TCGA-AA-3516-01	TCGA-AA-3530-01	TCGA-AA-3524-01	TCGA-AA-3681-01	TCGA-AA-3542-01	TCGA-AA-3548-01	TCGA-A6-2676-01	TCGA-AA-3525-01	TCGA-A6-2670-01	TCGA-AA-3837-01	TCGA-AA-3970-01	TCGA-AA-3522-01	TCGA-AA-3866-01	TCGA-AA-3854-01	TCGA-AA-3833-01	TCGA-AA-3685-01	TCGA-AA-3675-01	TCGA-AA-3519-01	TCGA-AA-3814-01	TCGA-AA-3852-01	TCGA-AA-3552-01	TCGA-A6-3808-01	TCGA-AA-3860-01	TCGA-AA-3850-01	TCGA-AA-3680-01	TCGA-AA-3692-01	TCGA-A6-3810-01	TCGA-AA-3529-01	TCGA-AA-3715-01	TCGA-AA-3877-01	TCGA-AA-3526-01	TCGA-AA-3976-01	TCGA-AA-3846-01	TCGA-AA-3982-01	TCGA-AA-3872-01	TCGA-AA-3941-01	TCGA-AA-3971-01	TCGA-AA-3696-01	TCGA-AA-3534-01	TCGA-AA-3939-01	TCGA-AA-3527-01	TCGA-AA-3867-01	TCGA-AA-3815-01	TCGA-AA-3553-01	TCGA-AA-3845-01	TCGA-AA-3955-01	TCGA-AA-3819-01	TCGA-AA-3518-01	TCGA-AA-3949-01	TCGA-A6-2674-01	TCGA-AA-3812-01	TCGA-AA-3869-01	TCGA-AA-3562-01	TCGA-AA-3956-01	TCGA-AA-3844-01	TCGA-AA-3818-01	TCGA-AA-3947-01	TCGA-AA-3514-01	TCGA-AA-3556-01	TCGA-AA-3831-01	TCGA-AA-3672-01	TCGA-A6-3809-01
hsa-miR-181c*	6.47573343	5.20945337	4.64385619	6.50779464	5.357552	4.80735492	6.10852446	5.42626475	5.169925	6.47573343	5.04439412	4.9068906	6.4429435	5.28540222	5.04439412	5.42626475	5.357552	4.08746284	5.857981	4.80735492	7.22881869	4.64385619	6.70043972	3.5849625	6.18982456	4.64385619	4.5849625	5.08746284	6.22881869	2	5.61470984	6.53915881	6.14974712	5.04439412	5.04439412	5.04439412	4.9068906	5.169925	6.10852446	7.45943162	4.9068906	5.70043972	5.61470984	4.32192809	5.20945337	6.42626475	4.857981	6	6.5849625	5.95419631	5.42626475	5.9068906	4.5849625	5.67242534	6.62935662	5.4918531	5.32192809	4.64385619	5.857981	5.169925	6.857981	6.857981	6.12928302	5.93073734	5.08746284	5	4.95419631	5.12928302	6.18982456	6.30378075	5	3.80735492	4.64385619	5.67242534	4.70043972	5.67242534	5.12928302	4.7548875	6.26678654	4.857981	6.04439412	5.08746284	5.72792045	4.39231742	4.5849625
hsa-miR-182	12.44035012	13.31316648	12.73449794	14.3235474	12.18270471	12.91232801	13.17617315	13.16254868	12.5574637	13.92211978	12.8587581	12.71016069	13.12120972	12.60037755	13.18858885	13.54954404	14.30641776	12.99010396	13.88063579	11.93994645	12.71960273	14.32326591	14.17109859	13.4419067	12.87920032	12.65642486	13.96370892	13.87900881	14.3075566	13.64622117	13.79400965	14.03737536	12.74630437	11.49585503	13.22987027	11.53186878	14.47535346	12.53624722	11.91363743	12.9708249	13.60721471	13.81718354	13.42587152	12.88664921	11.76030413	13.19136771	12.9272224	14.6891244	13.32305476	12.19844504	12.43306377	13.81588359	13.06305796	13.27466934	13.3858624	12.62250945	13.836149	13.10754403	13.69337805	13.195526	14.07848442	14.76123956	13.3394325	13.64441963	14.1578206	13.71456751	13.11845447	14.46792391	12.61677855	13.16600612	13.47725232	12.95873395	13.90642089	12.80675099	15.03441211	13.46645889	12.17305246	12.76424961	13.31018673	13.95945865	13.25871324	14.01375884	13.04439412	13.1616043	12.56843119
hsa-miR-183	12.12412131	12.30206767	11.86108691	13.87094261	12.17086395	11.82257083	12.88455213	13.47395937	11.96072599	12.93939556	12.41758884	11.59339112	12.31259938	11.49685378	12.73703604	13.85904941	13.7300455	11.8029202	12.34429591	11.29059489	12.07246761	13.2806258	13.4761133	13.45378506	12.29490788	12.06002035	13.04165915	13.7232343	13.69468435	12.92777796	13.56783727	13.03290668	12.04712391	10.59339112	11.98406237	10.48482289	13.44643718	11.52258153	11.21735191	12.32979634	13.25547123	12.54206454	13.08746284	12.20151134	11.20823436	11.83644491	11.99223026	13.6439689	12.63185913	11.36084708	13.40167953	13.29533847	12.46658634	12.83762793	12.83447105	11.12605912	13.37707493	11.77313921	12.67683861	11.66266838	14.36310809	14.51896045	12.29863541	12.88531506	13.29576893	12.51816136	12.95000904	13.96334768	11.91550596	12.70130646	12.47952767	11.91662592	13.2974895	11.58543205	13.78187194	12.53162514	11.36029843	11.19905882	12.40912571	12.62411004	13.18858885	13.36563896	13.00281502	12.99293834	12.03960452
hsa-miR-199b-5p	7.12928302	5.5849625	6.28540222	7.12928302	7.19967234	6.52356196	5.32192809	7.34872815	7.14974712	5.78135971	6.04439412	7.78790256	6.22881869	5.97727992	6.94251451	6.70043972	7.18982456	6.28540222	7.46760555	5.04439412	7.4429435	6.857981	6.59991284	5.70043972	5.9068906	6.7548875	5.28540222	6.24792751	6.26678654	4.08746284	4	7.57742883	7.18982456	5.97727992	6.53915881	6.40939094	4.95419631	6.50779464	5.95419631	6.95419631	5.55458885	6.79441587	7.40939094	6.18982456	6.04439412	7.033423	6.857981	5.72792045	6.10852446	7.69348696	5.55458885	7.05528244	6.47573343	6.40939094	6.62935662	6.95419631	8.00562455	6.14974712	6.28540222	7.24792751	6.68650053	7.27612441	7.13955135	6.76818432	7.56224242	6.04439412	7.19967234	6.64385619	6.40939094	6.53915881	5.42626475	6.37503943	7.31288296	6.56985561	6.96578428	6.94251451	7.14974712	6.02236781	7.50779464	6.169925	7.28540222	6.5849625	6.50779464	4.70043972	6.32192809
hsa-miR-199b-3p	13.81297947	12.06541613	12.30777003	13.19475685	12.71596199	13.16647695	11.79319686	12.712527	12.84764464	11.56414949	11.63072216	13.32108252	12.42495357	11.60779264	13.00334222	12.46199095	12.70800613	12.40487546	12.57293703	12.0590064	13.19491072	12.34955769	12.64182597	11.68387187	11.7561393	12.46684121	11.52845411	12.45481335	12.91755856	10.87574935	10.47269084	12.9895719	13.2038068	11.91214086	12.23122118	12.7856568	10.58214198	12.37503943	13.08414401	13.0664256	11.56176526	12.92685191	13.21264837	12.32755264	12.6891244	13.31953101	12.38720958	11.4372319	12.16616308	13.59011917	12.15924065	13.28149541	12.81758329	12.9309221	13.00544911	12.43983088	12.82495874	12.55865987	12.27844946	11.9505559	12.69283342	12.49585503	13.25443815	12.6128685	12.1376316	12.12767197	12.66133275	12.76134346	12.73195537	11.91401133	11.14465824	11.80815977	12.53527538	12.48028532	12.16961188	12.64610864	13.60037755	12.183015	12.71446019	11.39606956	12.81518313	12.21886591	12.87632509	11.7652861	12.9316609
hsa-miR-203	15.61993337	14.47623991	15.37558251	14.13819179	14.82997043	14.18688801	14.18897512	15.45372076	14.32909556	15.16647695	16.33096938	13.45185503	14.43117111	15.052101	15.5851386	13.67297774	15.54602024	14.55764319	15.55779275	15.30666696	15.1500249	14.61597441	13.62433855	13.5355184	14.15711005	15.95308241	15.22596053	16.02401418	15.57018184	16.10588805	14.37646458	14.81638371	15.58883173	14.85972889	15.52985754	13.4540422	15.91178987	13.85953479	14.8137311	14.96781165	14.17422351	13.85545251	15.06440596	15.54218549	12.40381093	14.40161287	14.76735685	14.94530666	14.75770252	13.74241471	16.31513187	14.315008	13.09259199	15.42134166	15.11484037	13.67065625	14.22904409	13.66255712	15.73970151	13.14402087	15.00825353	14.66727789	15.41250369	14.64154377	15.37044903	13.00632608	15.6740819	13.53733975	13.96054501	14.1701598	13.89168879	14.3911093	15.90169186	13.81608366	14.77272695	14.0298911	13.7160692	15.11048331	13.93884446	13.53915881	13.71639079	14.16890712	14.77586744	13.78207678	16.58590145
hsa-miR-210	11.52601011	12.01192607	12.26678654	10.69783636	10.203348	11.00422047	11.14974712	10.90989308	12.06238349	9.66533592	11.93516505	9.92777796	10.98655315	9.75988818	9.88264305	10.25148241	10.2911707	12.20640391	10.76735685	8.08214904	9.65642486	10.10066234	10.34429591	12.41758884	10.06608919	12.08281434	12.45763738	10.84627391	12.03789009	12.42888355	12.45968776	11.10197567	10.26912668	10.73131903	10.67683861	10.12023788	11.33203655	10.66533592	9.4325419	10.85330956	11.14338321	9.96434087	11.39178061	12.25443815	8.90388185	10.18363538	9.87805091	10.91139199	10.91288934	10.26091953	10.79197682	12.45686774	10.88874325	11.36522885	9.25738784	9.17242751	11.45840661	9.26678654	8.63662462	9.69696753	10.49884921	10.63753055	10.06204614	10.85018684	10.17242751	11.00492268	10.41890673	11.52209107	11.05866825	9.85486838	13.19152194	10.89405985	12.54109662	10.43983088	12.36714169	10.89860139	9.73301532	7.94251451	10.6794801	11.31967212	10.62935662	13.06743436	11.04780555	12.97064518	12.15860969
hsa-miR-212	3.5849625	1.5849625	1	3.70043972	1	2.5849625	0	0	1	2.32192809	0	3.5849625	1.5849625	0	2	0	0	1.5849625	1.5849625	0	3.169925	2	2.32192809	2.5849625	1.5849625	0	2	0	0	2	0	0	0	2	0	2.32192809	1.5849625	3	3.45943162	2	2	1.5849625	2.80735492	1	2.32192809	3.45943162	1.5849625	1	1	2.80735492	1.5849625	4.08746284	3.45943162	1	2.32192809	2.32192809	0	1	2	1.5849625	0	0	2.32192809	1	0	2.32192809	0	3.5849625	4.169925	2.5849625	0	3.32192809	1	2.80735492	0	0	4	2	0	2.5849625	2	0	2.32192809	3.32192809	3.5849625
hsa-miR-181a*	7.84549005	5.12928302	6.4429435	6.4918531	6.33985	5.857981	5.42626475	6.89481776	6.52356196	6.5849625	5.04439412	7.40087944	6.47573343	5.08746284	6.4429435	6.5849625	5.88264305	6.10852446	7.33985	5.12928302	7.01122726	6.04439412	6.56985561	5.55458885	6.14974712	5.7548875	6.83289001	5.83289001	6	6.04439412	4.64385619	7.17990909	5.88264305	6.55458885	5.9068906	6.68650053	4.7548875	6.33985	7.21916852	7.91288934	5.45943162	6.06608919	7.4918531	5.83289001	6.32192809	6.39231742	6.24792751	6	7.30378075	6.64385619	7.21916852	7.4429435	6.55458885	7.10852446	6.95419631	6.74146699	6.5849625	5.95419631	5.39231742	6.39231742	7.43462823	6.02236781	7.88264305	6.04439412	6.02236781	6.42626475	6.18982456	8.50779464	6.88264305	7.0768156	6.71424552	6.40939094	6.76818432	6.79441587	7.01122726	6.5849625	6.80735492	7.40087944	6.22881869	6.26678654	5.80735492	5.42626475	6.78135971	7.43462823	7.28540222
hsa-miR-214*	4.64385619	2.32192809	3.169925	4.64385619	4.70043972	4.9068906	1	4.169925	4.32192809	2.32192809	0	6	4.45943162	2.80735492	2.5849625	3.5849625	3.9068906	3.32192809	4.64385619	4.08746284	4.80735492	3.32192809	4.45943162	3.5849625	3.70043972	4.45943162	4.08746284	3	3	1.5849625	0	4	4.39231742	3	3.32192809	4.08746284	2.5849625	5.39231742	4.7548875	4.45943162	2.80735492	5.04439412	5.97727992	4.24792751	4.169925	5	3	3.32192809	4.64385619	5.20945337	1	6.18982456	4.39231742	4.08746284	3.70043972	4.70043972	4.70043972	4	3.80735492	4.08746284	4.39231742	3.45943162	5.97727992	4.08746284	4.95419631	3.70043972	3.5849625	4.5849625	3.70043972	3.32192809	2.5849625	4.08746284	5.04439412	4.7548875	4.64385619	3.80735492	4.64385619	3.9068906	5.45943162	3.32192809	4.7548875	2	4.39231742	3.32192809	4.24792751
hsa-miR-215	9.96866679	8.90989308	10.15101654	8.64385619	10.08480839	9.86263736	9.70563239	8.17492568	8.91587938	9.60917874	7.71424552	11.20640391	10.39767463	8.76818432	9.857981	9.04712391	9.40087944	8.70043972	10.14338321	9.18239435	10.08081753	9.79116289	10.4314976	9.83762793	9.94251451	9.30833903	10.19721669	8.71080643	9.357552	12.41943355	11.6188443	7.9068906	9.07146236	10.86882255	9.09011242	8.64385619	11.93590168	9.21916852	9.68299458	8.81378119	11.26150731	9.43671154	8.22881869	9.43045255	6.80735492	9.99293834	9.26912668	9.33539035	9.42206477	8.69348696	10.78463485	7.42626475	10.68299458	8.51963625	10.15734694	10.95710204	10.55170826	9.6183855	10.32867493	10.63481105	8.57364719	7.45121111	9.70563239	8.48784003	9.28771238	11.83526092	7.70735913	10.14847658	10.94104761	11.02375435	9.58871464	8.74483384	6.26678654	10.73216743	11.40087944	10.16616308	10.18982456	9.857981	8.19475685	9.73470962	8.18487534	10.52356196	9.47978026	9.58683979	9.64205169
hsa-miR-217	2.5849625	4.52356196	2.80735492	4.5849625	2.80735492	3.32192809	4.169925	3.70043972	4.39231742	2.5849625	5.169925	3.5849625	3.45943162	3.45943162	4	3.70043972	4.169925	2	3.70043972	4.24792751	3.32192809	2.5849625	4.45943162	3.169925	2	3.32192809	2.80735492	5.28540222	3	2.5849625	2.80735492	5.42626475	4.24792751	2.5849625	4.80735492	2.5849625	0	0	3.5849625	3.9068906	3	4.169925	2.32192809	1.5849625	3.32192809	1.5849625	3.45943162	5.67242534	4.7548875	3.80735492	5.169925	3	3.169925	3.32192809	4.5849625	3.169925	5.70043972	3	2.5849625	4.169925	4.9068906	5.80735492	3.169925	4.45943162	4.08746284	0	4.7548875	2.5849625	1.5849625	4.45943162	3.169925	4.45943162	4.857981	3.45943162	3.5849625	3	4.80735492	3.32192809	4.169925	2	5.08746284	4.70043972	4.08746284	0	2
hsa-miR-218	4.45943162	2	1	3.5849625	3.9068906	4.95419631	1.5849625	4.5849625	4.7548875	5.169925	4.32192809	4.08746284	3.5849625	2.80735492	3.80735492	3.5849625	4.32192809	3.32192809	5.12928302	1	3.45943162	4.24792751	0	3.45943162	3.5849625	4.08746284	4	3.32192809	4.7548875	2	3.169925	4.7548875	4.08746284	2.80735492	4	4.5849625	0	4.45943162	3.70043972	3.45943162	1	4.32192809	5.169925	3.70043972	4.39231742	3.32192809	3	4.32192809	3.80735492	4.70043972	3.5849625	4.7548875	4.169925	3	3.45943162	3.45943162	4.70043972	4.64385619	3.5849625	4.80735492	3.70043972	4.52356196	5.12928302	4.52356196	4.169925	3	4	3.45943162	3.45943162	3.80735492	2.5849625	4.52356196	5.24792751	4.95419631	5.42626475	3.169925	4.52356196	2.5849625	5.42626475	3.169925	4.70043972	3.169925	2.80735492	3.32192809	3.169925
hsa-miR-221	8.31741261	6	6.50779464	7.59991284	7.18982456	7.42626475	7.14974712	7.37503943	6.82017896	7.79441587	6.20945337	6.89481776	8.29001885	6.4918531	7.20945337	6.37503943	7.5849625	7.14974712	8.21916852	8.11374217	7.54689446	7.97727992	7.76818432	9.76818432	7.65821148	6.42626475	8.67242534	6.37503943	6.59991284	6.56985561	6	6.52356196	7.33091688	7.06608919	6.78135971	7.09803208	6.72792045	7.46760555	8.33985	7.76155123	7.40087944	7.76155123	7.13955135	7.02236781	6.68650053	8.169925	6.98868469	7.40087944	7.73470962	7.79441587	6.42626475	8.89784546	7.8008999	7.13955135	8.13955135	7.76155123	7.48381578	7.31288296	8.48381578	7.97727992	7.86418614	6.40939094	8.62570884	6.18982456	7.53915881	8.64024494	7.5849625	10.52356196	7.69348696	7.4918531	6.55458885	6.26678654	7.98868469	7.63662462	8.09275714	6.80735492	8.26678654	7.53915881	7.36632221	7.02236781	7.31288296	7.45943162	6.97727992	8.72792045	7.97154355
hsa-miR-222*	6.42626475	4	5.20945337	4.857981	3.5849625	4	5.20945337	4.80735492	4.64385619	4.64385619	2	4.52356196	5.04439412	2.5849625	3.70043972	3.9068906	2.80735492	5.7548875	4.169925	4.857981	3.32192809	2	3.169925	7.98868469	3.9068906	3.45943162	6.40939094	4.08746284	2.5849625	3.45943162	3.9068906	3.5849625	4.24792751	3.5849625	4.45943162	3.5849625	3.45943162	4.7548875	4.39231742	5	3.45943162	4.08746284	4.39231742	3.80735492	3.5849625	4.52356196	4.52356196	3	3	2.80735492	3	5.72792045	5.4918531	5	4.64385619	4.24792751	1	1	3.45943162	2.80735492	4.5849625	3.32192809	5.55458885	3.45943162	1.5849625	5.67242534	4.857981	6.96578428	4.52356196	4.95419631	4.80735492	4.08746284	4	2.80735492	2.32192809	3.32192809	3.9068906	5.67242534	3.169925	4.169925	4.169925	5	3.5849625	6.06608919	6.59991284
hsa-miR-222	7.17990909	5.97727992	6.53915881	6.33985	6.169925	6.74146699	6.71424552	6.84549005	6.7548875	6.30378075	5.7548875	5.857981	7.15987134	6.14974712	6.80735492	6.14974712	7.32192809	7.24792751	7.05528244	7.21916852	6.55458885	6.33985	6.53915881	9.36194377	6.53915881	6.33985	7.90086681	6.59991284	6.18982456	6.56985561	5.64385619	6.14974712	6.32192809	6.30378075	6.40939094	5.93073734	5.45943162	6.47573343	6.96578428	7.033423	6.70043972	6.76818432	6.24792751	6.47573343	5.28540222	7.28540222	6.10852446	6.39231742	6.67242534	6.47573343	5.83289001	8.18982456	6.67242534	6.857981	7.12928302	6.72792045	6.93073734	5.5849625	7.53915881	6.47573343	7.28540222	5.7548875	6.89481776	5.28540222	6.18982456	7.59991284	6.98868469	9.29462075	6.70043972	6.14974712	6.30378075	6.14974712	6.76818432	6.20945337	6.59991284	5.78135971	7.24792751	6.02236781	5.7548875	6.18982456	5.95419631	7.0768156	6.08746284	8.10852446	7.08746284
hsa-miR-223	7.49984589	6.94251451	9.04165915	7.45943162	9.98726401	9.00562455	6.70043972	9.39016896	7.78135971	6.80735492	7.15987134	7.42626475	6.98868469	8.25738784	8.15481811	8.51963625	9.19721669	10.73131903	7.53915881	7.96000193	7.87651695	7.87036472	7.24792751	10.30833903	6.78135971	9.08746284	8.9068906	7.62935662	6.47573343	10.02097994	8.6183855	7.65821148	7.25738784	7.5849625	7.76155123	8.57364719	6.59991284	9.02236781	7.33091688	7.80735492	8.42626475	7.96578428	8.93073734	7.33985	6.79441587	7.4429435	8.32642949	7.04439412	7.74819285	7.96000193	8.33539035	10.15481811	9.81217731	8.36194377	6.71424552	7.13955135	8.50382574	5.857981	7.04439412	9.07146236	6.30378075	8.08746284	8.50779464	7.14974712	7.02236781	9.05528244	9.08480839	8.9248125	5.9068906	7.40939094	8.74819285	10.17242751	11.945078	7.57742883	8.9068906	7.65105169	7.74819285	7.4918531	6.95419631	9.81217731	5.95419631	8.13955135	7.70735913	9.169925	8.98013958
hsa-miR-200b*	8.14974712	6.79441587	6.04439412	6.83289001	6.4918531	5.61470984	4.7548875	5.4918531	6.59991284	7.33091688	4.39231742	7.21916852	7.23840474	4.95419631	5.45943162	6.24792751	6.18982456	6.169925	6.87036472	7.09803208	5.78135971	4.169925	6.53915881	6.12928302	7.12928302	6.26678654	7.32192809	6.04439412	6.65821148	4.64385619	5.28540222	4.5849625	5.95419631	7	5.24792751	5.42626475	7.45943162	6.12928302	7.01122726	7.48381578	6	5.72792045	7.14974712	6.50779464	4.64385619	7.6794801	5.5849625	6.71424552	7.21916852	5.67242534	5.88264305	6.83289001	5.93073734	5.95419631	6.18982456	7.64385619	6.32192809	4.24792751	7.04439412	6.30378075	6.40939094	4.9068906	7.88264305	5.12928302	5.357552	6.80735492	4.08746284	6.12928302	6.74146699	6.04439412	6.24792751	5.93073734	4.45943162	5.97727992	6.7548875	6.45943162	6.47573343	7	6.5849625	5.5849625	5.52356196	5.95419631	6.78135971	6.87036472	7.59991284
hsa-miR-200b	10.63026713	10.57364719	10.6128685	10.38694025	10.87190524	9.44708323	9.76321237	10.61470984	10.93590168	11.21249639	9.68299458	10.08480839	10.76735685	9.90086681	9.18982456	10.45429929	10.92629599	10.51865316	10.60917874	10.45327063	9.71080643	9.91139199	9.97297979	10.89708913	11.56557814	10.41045135	11.01820018	10.55937709	10.97799537	8.77478706	10.47876962	9.67242534	9.69696753	11.18363538	9.95128471	9.96578428	11.47015044	10.00702727	10.78708632	11.4152136	10.25856603	10.03479896	10.37395266	10.53624722	7.82017896	11.39446269	10.906139	11.18858885	11.22460468	10.75739001	10.34540525	10.1959873	9.56985561	9.72109919	10.47775827	11.56033283	11.64970527	8.6329952	11.69827058	11.63571812	10.52454172	10.17990909	10.4419067	9.45532722	11.24555271	11.46913302	9.38154295	11.14847658	10.14465824	10.64385619	10.4918531	10.509775	9.65105169	10.07012094	11.6926155	10.83289001	10.00702727	10.62753388	9.92184094	10.97297979	9.91587938	10.62296694	10.37503943	10.28655776	10.33985
hsa-let-7g	8.50382574	8.4429435	8.55074679	8.81378119	9.49585503	8.46760555	8.75154406	9.11113567	9.28077077	8.81378119	9.16490693	8.6110248	9.06069593	8.73470962	8.05528244	8.32642949	9.13442632	8.33985	9.82972274	9.01402047	8.88569637	7.98868469	9.03617361	9.24555271	9.06608919	8.58120058	9.39660478	8.98584194	8.69696753	8.18982456	8.49585503	8.88264305	8.74819285	8.74146699	8.32642949	8.10328781	8.59245704	8.71080643	9.35314683	9.70390357	8.69348696	8.29920802	9.00562455	9.25029842	7.30378075	8.93663794	9.20701432	8.82336724	9.31288296	8.32642949	8.17990909	9.15734694	7.8008999	8.20457114	8.51569984	8.93663794	9.41785251	7.10852446	8.8917837	9.95419631	9.47775827	8.98013958	9.09803208	8.21431912	9.23122118	8.87036472	9.04712391	9.34872815	7.74819285	9.56795608	9.02513956	8.37937837	8.87344411	8.53527538	9.76321237	9.13185696	8.19967234	8.56224242	9.01959073	8.8008999	8.29001885	8.90388185	8.77148947	8.66888498	8.19475685
hsa-let-7g*	7.25738784	6.5849625	6.37503943	7.08746284	6.84549005	6.79441587	6.96578428	6.4429435	6.94251451	7.033423	6.33985	6.7548875	6.82017896	6.26678654	6.65821148	6.50779464	6.4918531	6.72792045	6.98868469	7.56985561	6.80735492	5.64385619	6.68650053	7.08746284	7.169925	6.56985561	6.97727992	6.96578428	6.94251451	6.42626475	6.169925	6.4429435	6.56985561	6.94251451	6.45943162	6.5849625	5.857981	6.37503943	7.31288296	7.21916852	6.70043972	6.62935662	7.09803208	7.05528244	5.61470984	7.01122726	6.26678654	6.53915881	6.24792751	6.52356196	6.64385619	7.63662462	6.82017896	6.89481776	7.25738784	6.64385619	6.74146699	5.67242534	7.13955135	6.26678654	7.24792751	6.56985561	7.33985	6.40939094	6.02236781	7.32192809	6.26678654	7.36632221	6.74146699	6.93073734	6.65821148	6.08746284	6.357552	6.59991284	6.84549005	6.7548875	6.857981	6.65821148	6.14974712	6.4429435	6.42626475	6.42626475	7.36632221	7.53915881	6.98868469
hsa-let-7i	8.4918531	8.169925	9.37286506	8.33985	9.03891899	9.15734694	7.97727992	10.18611424	9.82972274	7.67242534	8.87036472	8.28540222	8.15481811	9.01959073	9.34651373	9.33315535	9.4325419	10.12928302	8.6110248	8.50779464	8.46352437	8.12928302	7.86418614	9.94104761	8.45121111	8.79766153	9.02236781	8.92184094	8.91886324	9.24792751	8.49585503	9.25974326	8.82336724	7.47573343	8.78135971	8.34429591	7.70043972	8.18487534	8.23361968	8.83605036	8.59245704	8.08746284	9.20701432	9.12153352	7.64385619	8.83605036	9.53332973	8.70043972	8.32642949	8.20457114	8.51569984	9.99435344	8.32642949	8.93073734	7.83289001	7.63662462	9.54689446	7.62935662	8.01680829	9.05256805	9.11113567	9.53138146	8.04984855	8.59991284	8.94544384	8.65463603	9.6183855	8.65105169	7.67242534	8.08746284	9.60733031	8.99717948	10.10721708	8.08746284	9.19475685	8.92184094	8.36194377	7.82017896	8.48381578	9	9.02236781	9.32867493	8.169925	9.03891899	8.72109919
hsa-let-7i*	7.34872815	4.7548875	5.7548875	6.20945337	6.4918531	6.82017896	4.24792751	6.20945337	6.02236781	7.94836723	4.24792751	8.10852446	6.62935662	4	6.50779464	5.08746284	5.4918531	6.06608919	7.59245704	6	7.54689446	6.67242534	6.50779464	6.10852446	7.05528244	5.5849625	6.9068906	4.7548875	5.12928302	5.169925	4.857981	5.169925	6.02236781	6.20945337	5.32192809	7.01122726	5.39231742	7.77478706	7.26678654	6.14974712	5.169925	6.89481776	8.03891899	6.76818432	6.52356196	7.76155123	7.10852446	6.12928302	5.4918531	7.13955135	4.52356196	8.12928302	7.55458885	5.83289001	6.56985561	6.94251451	6.169925	6.67242534	6.89481776	6.30378075	5.12928302	4.95419631	7.32192809	5.32192809	6.06608919	8.09275714	5.357552	7.98299357	6.70043972	6.28540222	5.7548875	5.4918531	6.08746284	7.30378075	7.033423	5.78135971	7.169925	6.62935662	7.28540222	6.18982456	5.20945337	6.169925	6.70043972	7.65105169	7.26678654
hsa-miR-1	3.45943162	4.24792751	1.5849625	4.9068906	4.52356196	5.64385619	2.5849625	5.80735492	2.32192809	4.80735492	5.24792751	6.37503943	4	6.68650053	3.9068906	4.32192809	5.169925	2	5.04439412	1.5849625	5.83289001	5.45943162	4.24792751	4.39231742	3	4.9068906	3.45943162	4.08746284	4.24792751	3.32192809	2.5849625	6.40939094	6.32192809	3.80735492	4.24792751	6.28540222	3.45943162	6.04439412	3.45943162	3.32192809	3.70043972	5.357552	3.45943162	4.80735492	7.36632221	3.45943162	5.5849625	4.52356196	5.39231742	4.32192809	4.7548875	3	5.64385619	3	4.32192809	3.5849625	5.169925	6.42626475	5.20945337	6.64385619	4.39231742	5.61470984	4.24792751	6.18982456	6.83289001	2.5849625	5.24792751	4.24792751	4.52356196	4.95419631	1	6.83289001	4	6.76818432	3.80735492	4.857981	4.7548875	4.169925	7.01122726	3.169925	6.65821148	4.08746284	4.39231742	4.70043972	2
hsa-miR-15b	8.033423	6.4429435	6.37503943	6.02236781	6	6.37503943	4.169925	6.4918531	6.91886324	7.9248125	5.357552	7.77478706	8.11374217	5.857981	6.94251451	4.24792751	7.17990909	5.97727992	6.94251451	8.18487534	8.00562455	6.56985561	7.89481776	7.62205182	6.76818432	6.20945337	7.55458885	6.9068906	6.26678654	7.56224242	6.47573343	6.10852446	6.61470984	7.37503943	5.45943162	7.99435344	7.56224242	7.63662462	7.857981	7.88264305	6.9068906	6.91886324	8.20457114	6.74146699	5.55458885	8.76155123	6.357552	6.40939094	7.70043972	7.68650053	4.169925	7.6794801	7.40939094	6.08746284	6.52356196	6.79441587	6.89481776	6.18982456	8.08746284	7.34872815	5.08746284	4.52356196	7.22881869	6.4429435	6.62935662	8.15481811	6.30378075	8.21916852	7.70043972	6.12928302	6.87036472	6.12928302	6.9068906	7.24792751	7.94251451	6.89481776	6.83289001	8.28540222	6.68650053	7.6794801	5.78135971	6.62935662	6.357552	8.70390357	8.0768156
hsa-miR-15b*	6.79441587	4.80735492	5.08746284	5.80735492	5.357552	4.32192809	4.39231742	6.12928302	6.06608919	5.78135971	5.08746284	6.22881869	6.42626475	4.64385619	5.08746284	4.857981	5.169925	4.9068906	5.28540222	7.09803208	6.64385619	4.7548875	5.67242534	6.61470984	5.24792751	4.64385619	6.28540222	5.64385619	4.08746284	5.52356196	4.9068906	5.52356196	4.52356196	5.78135971	4.70043972	5.5849625	5.67242534	4.857981	5.88264305	5.80735492	6.24792751	4.95419631	6.53915881	5.55458885	3.70043972	6.78135971	5.32192809	4.24792751	5.5849625	5.169925	4.45943162	5.67242534	6.61470984	5.357552	6.70043972	5.9068906	5.61470984	3.9068906	6.76818432	5.28540222	4.95419631	5.12928302	6	4.32192809	5	6.67242534	5.52356196	6.33985	6	6.37503943	6.39231742	4.169925	5.80735492	4.857981	5.95419631	5.28540222	5.72792045	6.93073734	5.32192809	5.88264305	5.24792751	5.39231742	5.72792045	5.93073734	6.30378075
